10920
1,1,-1,0020a0,0.01000,0
1,1,-1,0020a0,0.01000,52
1,1,-1,0033b2,0.01000,0
1,1,-1,0055bf,0.01000,25
1,1,-1,0057a6,0.01000,0
1,1,-1,0057a6,0.01000,79
1,1,-1,0059a3,0.01000,25
1,1,-1,006400,0.01000,0
1,1,-1,008e3c,0.01000,0
1,1,-1,008f9b,0.01000,0
1,1,-1,009ece,0.01000,0
1,1,-1,039cbd,0.01000,0
1,1,-1,05131d,0.01000,4406
1,1,-1,05131d,0.01000,0
1,1,-1,05131d,0.01000,0
1,1,-1,05131d,0.01000,0
1,1,-1,05131d,0.01000,0
1,1,-1,078bc9,0.01000,34
1,1,-1,0a1327,0.01000,912
1,1,-1,0a3463,0.01000,0
1,1,-1,0a3463,0.01000,451
1,1,-1,0d4763,0.01000,121
1,1,-1,10929d,0.01000,2
1,1,-1,1591cb,0.01000,125
1,1,-1,184632,0.01000,0
1,1,-1,184632,0.01000,81
1,1,-1,1b2a34,0.01000,300
1,1,-1,1e601e,0.01000,2
1,1,-1,2032b0,0.01000,54
1,1,-1,237841,0.01000,0
1,1,-1,27867e,0.01000,0
1,1,-1,330000,0.01000,45
1,1,-1,352100,0.01000,65
1,1,-1,354e5a,0.01000,206
1,1,-1,3592c3,0.01000,54
1,1,-1,36aebf,0.01000,0
1,1,-1,3cb371,0.01000,0
1,1,-1,3e3c39,0.01000,155
1,1,-1,3e95b6,0.01000,4
1,1,-1,3f3691,0.01000,153
1,1,-1,3fb69e,0.01000,0
1,1,-1,4354a3,0.01000,213
1,1,-1,467083,0.01000,238
1,1,-1,468a5f,0.01000,4
1,1,-1,4b0082,0.01000,4
1,1,-1,4b9f4a,0.01000,0
1,1,-1,4c61db,0.01000,27
1,1,-1,4d4c52,0.01000,797
1,1,-1,55a5af,0.01000,0
1,1,-1,57392c,0.01000,7
1,1,-1,575857,0.01000,70
1,1,-1,582a12,0.01000,20
1,1,-1,583927,0.01000,25
1,1,-1,583927,0.01000,0
1,1,-1,595d60,0.01000,0
1,1,-1,595d60,0.01000,127
1,1,-1,5a93db,0.01000,6
1,1,-1,5ac4da,0.01000,0
1,1,-1,5b98b3,0.01000,64
1,1,-1,5c5030,0.01000,93
1,1,-1,5d5c36,0.01000,56
1,1,-1,5e3f33,0.01000,7
1,1,-1,5e5e5e,0.01000,25
1,1,-1,5f27aa,0.01000,0
1,1,-1,5f7d8c,0.01000,123
1,1,-1,6074a1,0.01000,163
1,1,-1,60ba76,0.01000,0
1,1,-1,616161,0.01000,93
1,1,-1,61afff,0.01000,1
1,1,-1,627a62,0.01000,74
1,1,-1,631314,0.01000,88
1,1,-1,635f52,0.01000,0
1,1,-1,635f52,0.01000,0
1,1,-1,635f52,0.01000,70
